Name,Link,Tags,Actors,Director,Decade,Genre,Similar Stuff
The Godfather,https://www.youtube.com/watch?v=fVVLR2u1nSk,"crime, drama, mafia, family, classic","Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall",Francis Ford Coppola,1970,Crime,"Goodfellas, Scarface, The Sopranos, Once Upon a Time in America, The Untouchables, Boardwalk Empire, Casino, The Departed"
The Godfather II,https://www.youtube.com/watch?v=xhtogMajics,"crime, drama, sequel, mafia, family-power","Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton, John Cazale",Francis Ford Coppola,1970,Crime,"Goodfellas, The Sopranos, Scarface, Once Upon a Time in America, The Godfather, The Godfather III, Casino, Donnie Brasco, The Untouchables, Boardwalk Empire"
The Godfather III,https://www.youtube.com/watch?v=lVK6Sd6p3sg,"crime, drama, mafia, sequel, family-power","Al Pacino, Diane Keaton, Andy Garcia, Talia Shire, Eli Wallach",Francis Ford Coppola,1990,Crime,"The Godfather, The Godfather II, Goodfellas, Scarface, The Sopranos, The Untouchables, Once Upon a Time in America"
"The Good, The Bad And The Ugly",https://www.youtube.com/watch?v=gcFH2Y7bdmk&t=13s,"Western, Spaghetti Western, Civil War, Antihero, Epic","Clint Eastwood, Lee Van Cleef, Eli Wallach, Aldo Giuffrè, Luigi Pistilli",Sergio Leone,1960,Western,"Once Upon a Time in the West, A Fistful of Dollars, For a Few Dollars More, Django Unchained, High Plains Drifter, The Magnificent Seven, Pale Rider"
The Grifters,https://www.youtube.com/watch?v=w2no0W0ZTqo,"crime, drama, thriller, con-artists, neo-noir","Anjelica Huston, John Cusack, Annette Bening, Jan Munroe, Stephen Tobolowsky",Stephen Frears,1990,Crime,"Matchstick Men, The Sting, American Hustle, Confidence, House of Games"
The Guns Of Navarone,https://www.youtube.com/watch?v=DDiYPW4yxU4,"war, action, adventure, World War II, sabotage","Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle",J. Lee Thompson,1960,War,"Where Eagles Dare, The Dirty Dozen, Kelly's Heroes, A Bridge Too Far, The Great Escape"
The Hand that Rocks the Cradle,https://www.youtube.com/watch?v=kyLSh5EFvrA,"thriller, psychological, suspense, revenge, drama","Annabella Sciorra, Rebecca De Mornay, Matt McCoy, Ernie Hudson, Julianne Moore",Curtis Hanson,1990,Thriller,"Single White Female, Fatal Attraction, The Crush, Fear, Cape Fear, Sleeping with the Enemy, Unlawful Entry"
The Human Stain,https://www.youtube.com/watch?v=HL9REmYB3r8,"drama, mystery, romance, adaptation, racial-identity","Anthony Hopkins, Nicole Kidman, Ed Harris, Gary Sinise, Wentworth Miller",Robert Benton,2000,Drama,"Atonement, Revolutionary Road, The Reader, House of Sand and Fog, Notes on a Scandal"
The Hunt for Red October,https://www.youtube.com/watch?v=3fZx_MjG-iw,"submarine, Cold War, espionage, thriller, naval","Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill, James Earl Jones",John McTiernan,1990,Thriller,"Crimson Tide, K-19: The Widowmaker, U-571, Das Boot, The Sum of All Fears, Clear and Present Danger, Patriot Games"
The Ides Of March,https://www.youtube.com/watch?v=m4EPrcoLNms,"political, drama, thriller, corruption, campaign","Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti, Evan Rachel Wood",George Clooney,2010,Political,"All the King's Men, House of Cards, The Candidate, Primary Colors, Wag the Dog, Lincoln, Frost/Nixon, The West Wing"
The Insider,https://www.youtube.com/watch?v=pSCVhroA3CI,"whistleblower, journalism, drama, corporate corruption, ethical dilemma","Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora, Philip Baker Hall",Michael Mann,1990,Drama,"All the President's Men, Spotlight, The Post, Erin Brockovich, Michael Clayton, A Few Good Men, State of Play, The Pelican Brief, Dark Waters, Kill the Messenger"
The International (2009),https://www.youtube.com/watch?v=k780eG46ajk,"crime, thriller, conspiracy, investigation, action","Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen, Brian F. O'Byrne",Tom Tykwer,2000,Thriller,"Syriana, The Constant Gardener, Body of Lies, The Ghost Writer, State of Play, A Most Wanted Man, The Interpreter, Argo, Tinker Tailor Soldier Spy, Munich"
The Invisible Man (1933),https://www.youtube.com/watch?v=gnq-3Iq8BZU,"science fiction, horror, classic, suspense, adaptation","Claude Rains, Gloria Stuart, William Harrigan, Henry Travers, Una O'Connor",James Whale,1930,Horror,"Hollow Man, The Invisible Man (2020), The Fly, Frankenstein, Dracula"
The Jetsons,https://www.youtube.com/show/SCX1rpfCsfY5KSljrCYjLMcA?season=1&sbp=CgEx,"animated, futuristic, family, comedy, sitcom","George O'Hanlon, Penny Singleton, Daws Butler, Janet Waldo, Mel Blanc","Joseph Barbera, William Hanna",1960,Futuristic,"Futurama, Rick and Morty, The Flintstones, Family Guy, The Simpsons, Space Ghost Coast to Coast, Robot Chicken"
The Jewel of the Nile,https://www.youtube.com/watch?v=z38GNZkqoWM,"adventure, romance, sequel, action, treasure hunt","Michael Douglas, Kathleen Turner, Danny DeVito, Spiros Focás, Avner Eisenberg",Lewis Teague,1980,Adventure,"Romancing the Stone, Indiana Jones and the Last Crusade, The Mummy, National Treasure, King Solomon's Mines"
The King and I,https://www.youtube.com/watch?v=jdZdRxI8DX8,"musical, romance, historical, drama, adaptation","Yul Brynner, Deborah Kerr, Rita Moreno, Martin Benson, Terry Saunders",Walter Lang,1950,Musical,"Anna and the King, The Sound of Music, My Fair Lady, South Pacific, Oklahoma!"
The Kingdom,https://www.youtube.com/watch?v=YsJXIqma56s,"Danish, political drama, healthcare system, corruption, thriller","Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner, Julia Garner",Lars von Trier,1990,Horror,"Body of Lies, Syriana, The Hurt Locker, Zero Dark Thirty, Green Zone"
The Last Duel,https://www.youtube.com/watch?v=YFIudWX3A1Y,"historical drama, medieval, based on true events, duel, justice","Matt Damon, Adam Driver, Jodie Comer, Harriet Walter, Alex Lawther",Ridley Scott,2020,Historical,"Kingdom of Heaven, Gladiator, Braveheart, Robin Hood, Troy, Excalibur, The King, A Knight's Tale"
The Last Samurai,https://www.youtube.com/watch?v=D9e0CUdMxkY,"historical, drama, action, samurai, war","Tom Cruise, Ken Watanabe, Tony Goldwyn, Timothy Spall, Billy Connolly",Edward Zwick,2000,Historical,"47 Ronin, The Last of the Mohicans, Dances with Wolves, Braveheart, Gladiator, Kingdom of Heaven, Master and Commander: The Far Side of the World, The Patriot, Troy, Alexander"
The Last of the Mohicans,https://www.youtube.com/watch?v=YKZpKqFqa8Y,Loading...,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig, Jodhi May",Michael Mann,1990,Historical,"Dances with Wolves, Braveheart, The Patriot, Gladiator, The Revenant, Apocalypto, Pathfinder, The New World"
The Lion King,https://www.youtube.com/watch?v=FjuzyZ2O_4U,"animation, family, adventure, musical, drama","Matthew Broderick, James Earl Jones, Jeremy Irons, Rowan Atkinson, Moira Kelly","Roger Allers, Rob Minkoff",1990,Animation,"The Jungle Book, Tarzan, Aladdin, Beauty and the Beast, Pocahontas, Mulan"
The Looming Tower · S1,https://www.youtube.com/show/SCKowH6Uawxg5LQx8YR14LrQ?season=1&sbp=CgEx,"terrorism, FBI, CIA, historical drama, 9/11","Jeff Daniels, Tahar Rahim, Wrenn Schmidt, Bill Camp, Louis Cancelmi","Alex Gibney, Michael Slovis, John Dahl, Ali Selim, Craig Zisk",2010,Drama,"Homeland, Zero Dark Thirty, The Spy, Body of Lies, Condor"
The Lost City of Cecil B. DeMille,https://www.youtube.com/watch?v=DUAO9u1D5Lk,"documentary, history, filmmaking, archaeology, Hollywood","Peter Brosnan, Bruce Cardozo, Brandie Malay, Jerry Molen, Patrick M. Mapel",Peter Brosnan,2010,Documentary,"Raiders of the Lost Ark, The Treasure of the Sierra Madre, King Solomon's Mines, National Treasure, The Mummy"
The Magnificent Seven,https://www.youtube.com/watch?v=-lyvXWlceJQ&t=3757s,"Western, Action, Adventure, Remake, Ensemble Cast","Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio, Byung-hun Lee",Antoine Fuqua,1960,Western,"The Wild Bunch, The Great Escape, The Dirty Dozen, Unforgiven, Tombstone, True Grit, Butch Cassidy and the Sundance Kid"
The Magnificent Seven (1960),https://www.youtube.com/watch?v=58abXibG768,"Western, Action, Adventure, Ensemble Cast, Classic","Yul Brynner, Steve McQueen, Charles Bronson, James Coburn, Robert Vaughn",John Sturges,1960,Western,"The Wild Bunch, The Good, the Bad and the Ugly, A Fistful of Dollars, High Noon, Unforgiven, Once Upon a Time in the West, The Searchers, Rio Bravo, Butch Cassidy and the Sundance Kid, Tombstone"
The Manchurian Candidate (2004),https://www.youtube.com/watch?v=jwjk6uwM5NU,"political-thriller, conspiracy, suspense, remake, mind-control","Denzel Washington, Meryl Streep, Liev Schreiber, Jon Voight, Kimberly Elise",Jonathan Demme,2000,Thriller,"The Parallax View, Three Days of the Condor, Winter Kills, The Conversation, All the President's Men"
The Merchant Of Venice,https://www.youtube.com/watch?v=hE0qS3G9pWg,"drama, Shakespeare, adaptation, Venice, justice","Al Pacino, Jeremy Irons, Joseph Fiennes, Lynn Collins, Zuleikha Robinson",Michael Radford,2000,Drama,"Othello, Macbeth, Hamlet, King Lear, Romeo and Juliet"
The Mexican,https://www.youtube.com/watch?v=O2qecizD90Y,"crime, comedy, adventure, romance, drama","Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons, Bob Balaban",Gore Verbinski,2000,Action,"Desperado, Once Upon a Time in Mexico, El Mariachi, True Romance, The Good, the Bad and the Ugly"
The Motorcycle Diaries,https://www.youtube.com/watch?v=JYCbvupbm7w,"biography, adventure, travel, historical, coming-of-age","Gael García Bernal, Rodrigo de la Serna, Mía Maestro, Mercedes Morán, Jean Pierre Noher",Walter Salles,2000,Biographical,"Into the Wild, On the Road, Y Tu Mamá También, The Way, Wild"
The Music Room,https://www.youtube.com/watch?v=gExKrla47IA,"Indian cinema, drama, music, cultural, classic","Chhabi Biswas, Padma Devi, Pinaki Sengupta, Gangapada Basu, Tulsi Lahiri",Satyajit Ray,1950,Drama,"Jalsaghar, Charulata, Pather Panchali, The Apu Trilogy, The Big City"
The Naked Gun 2 1/2 : The Smell of Fear,https://youtu.be/1ktg5e4B0ZQ?feature=shared,"comedy, parody, police, slapstick, sequel","Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet",David Zucker,1990,Comedy,"Airplane!, The Naked Gun: From the Files of Police Squad!, Hot Shots!, Top Secret!, Loaded Weapon 1, Police Academy, Spy Hard"
The Naked Gun 33 1/3: The Final Insult,https://youtu.be/BEYAqqMP_r4?feature=shared,"comedy, parody, slapstick, police, sequel","Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Fred Ward",Peter Segal,1990,Comedy,"Airplane!,The Naked Gun: From the Files of Police Squad!,The Naked Gun 2½: The Smell of Fear,Hot Shots!,Top Secret!,Loaded Weapon 1,Police Academy,Scary Movie"
The Naked Gun: From the Files of Police Squad!,https://www.youtube.com/watch?v=XASknThX_tg,Loading...,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy, O.J. Simpson",David Zucker,1980,Comedy,"Airplane!, Hot Shots!, Top Secret!, Loaded Weapon 1, Police Academy, Spy Hard, Scary Movie, Johnny English, Austin Powers: International Man of Mystery, The Pink Panther"
The Passion Of The Christ,https://www.youtube.com/watch?v=uSP7Suodz-k,"religious, historical, drama, intense, biblical","Jim Caviezel, Maia Morgenstern, Christo Jivkov, Francesco De Vito, Monica Bellucci",Mel Gibson,2000,Religious,"Son of God, The Nativity Story, Risen, The Gospel of John, Mary Magdalene"
The Post,https://www.youtube.com/watch?v=mQ3W4fVIybo,"journalism, political, historical, thriller, true story","Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk, Tracy Letts",Steven Spielberg,2010,Drama,"All the President's Men, Spotlight, The Paper, Good Night, and Good Luck, State of Play"
The Railway Men,https://www.youtube.com/watch?v=-Lr79Xhalzc,"drama, historical, Indian, train, disaster","R. Madhavan, Kay Kay Menon, Divyenndu Sharma, Babil Khan",Shiv Rawail,2020,Drama,"Snowpiercer, Unstoppable, The Taking of Pelham 123, Hell on Wheels, Murder on the Orient Express"
The Robe,https://youtu.be/iwDeszZF4pw?si=kQJ6V2ZiFnKPFFHP,"historical, drama, religion, ancient Rome, Christian","Richard Burton, Jean Simmons, Victor Mature, Michael Rennie, Jay Robinson",Henry Koster,1950,Historical,"Ben-Hur, Quo Vadis, The Ten Commandments, Spartacus, King of Kings"
The Shallows,https://youtu.be/1Ldjxbh9CUA?feature=shared,"survival, thriller, shark, isolation, suspense",Blake Lively,Jaume Collet-Serra,2010,Thriller,"Jaws, Open Water, 47 Meters Down, The Reef, Deep Blue Sea"
The Silence of the Lambs,https://www.youtube.com/watch?v=Q5CimsoqkEM,Loading...,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald",Jonathan Demme,1990,Thriller,"Se7en, Zodiac, Red Dragon, Hannibal, The Girl with the Dragon Tattoo, Prisoners, Gone Girl, Mindhunter"
The Ten Commandments,https://www.youtube.com/watch?v=6OMmCx70RiA&t=12699s,Loading...,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo",Cecil B. DeMille,1950,Religious,"Ben-Hur, Exodus: Gods and Kings, The Prince of Egypt, King of Kings, Noah"
The Ten Commandments (1923),https://www.youtube.com/watch?v=en34GSg_sng,Loading...,"Theodore Roberts, Charles de Rochefort, Estelle Taylor, Julia Faye, James Neill",Cecil B. DeMille,1920,Historical,"Ben-Hur (1959), The Robe (1953), King of Kings (1961), Samson and Delilah (1949), The Greatest Story Ever Told (1965)"
The Terminator,https://www.youtube.com/watch?v=w7fLTzY0NKI&t=2816s,Loading...,"Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield, Lance Henriksen",James Cameron,1980,Action,"Blade Runner, RoboCop, Total Recall, The Matrix, Mad Max, Predator, Aliens, Terminator 2: Judgment Day"
The Thing,https://youtu.be/AXc7lPzxD0M?si=2dLYaQvPmRVIZtJ0,"horror, sci-fi, alien, survival, thriller","Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon, Keith David",John Carpenter,1980,Horror,"The Blob, Alien, Invasion of the Body Snatchers, The Fly, Carpenter's The Thing from Another World, Event Horizon"
The Time Machine (1960),https://www.youtube.com/watch?v=bk61uFqqhL4,"science fiction, time travel, adventure, classic, H.G. Wells","Rod Taylor, Alan Young, Yvette Mimieux, Sebastian Cabot, Tom Helmore",George Pal,1960,Science Fiction,"Back to the Future (1985), 12 Monkeys (1995), Primer (2004), Time After Time (1979), Looper (2012)"
The Towering Inferno,https://www.youtube.com/watch?v=XvWHGFmHKc8,"disaster, thriller, action, survival, drama","Steve McQueen, Paul Newman, William Holden, Faye Dunaway, Fred Astaire","John Guillermin, Irwin Allen",1970,Disaster,"Backdraft, Poseidon, Earthquake, The Poseidon Adventure, San Andreas, Volcano"
The Treasure of the Sierra Madre,https://www.youtube.com/watch?v=P0srzMtBdw0,"adventure, drama, gold-hunting, greed, classic","Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane",John Huston,1940,Western,"The Good, the Bad and the Ugly, There Will Be Blood, The Gold Rush, The Revenant, The Wild Bunch"
The Untouchables,https://youtu.be/OSxcsRgTMZc?feature=shared,"crime, historical, drama, gangster, prohibition","Kevin Costner, Sean Connery, Robert De Niro, Andy Garcia, Charles Martin Smith",Brian De Palma,1980,Crime,"L.A. Confidential, Road to Perdition, Public Enemies, Gangster Squad, Miller's Crossing"
The War for the Planet of the Apes,https://youtu.be/e7NpUStJXfU?si=tQBuTfNsNmHZv-it,"sci-fi, dystopian, action, survival, ape uprising","Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Amiah Miller",Matt Reeves,2010,Science-fiction,"Dawn of the Planet of the Apes, Rise of the Planet of the Apes, Mad Max: Fury Road, I Am Legend, The Book of Eli, Oblivion, The Road"
The War of the Roses,https://www.youtube.com/watch?v=YyO3aspRUwg,Loading...,"Michael Douglas, Kathleen Turner, Danny DeVito, Marianne Sägebrecht, Sean Astin",Danny DeVito,1980,Drama,"Kramer vs. Kramer, Marriage Story, Revolutionary Road, The Squid and the Whale, Blue Valentine"
The X-Files · S1,https://www.youtube.com/show/SCDJ36gwi9pTVJEB0sGwZzVw?season=3&sbp=CgEz,Loading...,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis, Tom Braidwood","Rob Bowman, Kim Manners",1990,Science-Fiction,"Fringe, Supernatural, Millennium, Twin Peaks, Stranger Things, Dark Skies, The Outer Limits, Warehouse 13, Haven, The Twilight Zone"
Three Fugitives,https://youtu.be/FviVAwF3oWw?feature=shared,"comedy, crime, action, family, chase","Nick Nolte, Martin Short, James Earl Jones, Alan Ruck, Sarah Rowland Doroff",Francis Veber,1980,Comedy,"Stir Crazy, Midnight Run, Nothing to Lose, The Out-of-Towners, Dirty Rotten Scoundrels"
Three Identical Strangers,https://www.youtube.com/watch?v=eV77b6f4zqM,Loading...,"David Kellman, Robert Shafran, Eddy Galland, Lawrence Wright, Brenda Galland",Tim Wardle,2010,Documentary,"The Imposter, Catfish, Dear Zachary: A Letter to a Son About His Father, Capturing the Friedmans, The Witness"
Tintin and the Prisoners of the Sun,https://www.youtube.com/watch?v=-7GlcGj71wU,"adventure, animation, mystery, family, action","Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg, Nick Frost","Peter Jackson, Steven Spielberg",1960,Adventure,"The Adventures of Tintin, Indiana Jones and the Last Crusade, National Treasure, The Mummy, Journey to the Center of the Earth, Lara Croft: Tomb Raider"
To Die For,https://www.youtube.com/watch?v=TauScRlzWJQ,"crime, drama, satire, ambition, media","Nicole Kidman, Joaquin Phoenix, Matt Dillon, Casey Affleck, Illeana Douglas",Gus Van Sant,1990,Thriller,"Gone Girl, The Last Seduction, Body Heat, Basic Instinct, Wild Things"
Tootsie,https://www.youtube.com/watch?v=T4mILi3EuQo,Loading...,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman, Charles Durning",Sydney Pollack,1980,Comedy,"Mrs. Doubtfire, Some Like It Hot, Victor/Victoria, The Birdcage, Hairspray"
Tora! Tora! Tora!,https://www.youtube.com/watch?v=9NnhxjTzXC4,"World War II, Pearl Harbor, Historical Drama, Military Strategy, 1970s Film","Martin Balsam, Sō Yamamura, Jason Robards, Joseph Cotten, Tatsuya Mihashi","Richard Fleischer, Toshio Masuda, Kinji Fukasaku",1970,Historical,"Midway, Pearl Harbor, The Longest Day, Dunkirk, Battle of Britain, Letters from Iwo Jima, Flags of Our Fathers, Das Boot"
Total Recall,https://www.youtube.com/watch?v=T3i4E_stwEM,"sci-fi, action, adventure, dystopian, mind-bending","Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox",Paul Verhoeven,1990,Science-fiction,"Blade Runner, Minority Report, The Fifth Element, Inception, The Matrix"
Touch of Evil,https://www.youtube.com/watch?v=9XDBKNk7sqg,"noir, crime, thriller, classic, corruption","Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia, Akim Tamiroff",Orson Welles,1950,Noir,"Chinatown, The Third Man, Double Indemnity, The Maltese Falcon, L.A. Confidential"
Traffic,https://www.youtube.com/watch?v=HRr4XBudx3Q,"crime, drama, drug trafficking, interwoven stories, Oscar-winning","Michael Douglas, Don Cheadle, Benicio del Toro, Luis Guzmán, Dennis Quaid",Steven Soderbergh,2000,Crime,"Sicario, Blow, Narcos, The French Connection, Savages, Clear and Present Danger, American Gangster"
Training Day,https://www.youtube.com/watch?v=SfGdmBrvtjo,Loading...,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin",Antoine Fuqua,2000,Crime,"End of Watch, Street Kings, Harsh Times, Brooklyn's Finest, Dark Blue"
Treasure Island (1990),https://www.youtube.com/watch?v=Cd7PGGZW1TI,"adventure, pirates, treasure hunt, classic novel adaptation, family-friendly","Charlton Heston, Christian Bale, Oliver Reed, Christopher Lee, Richard Johnson",Fraser Clarke Heston,1990,Adventure,"Pirates of the Caribbean: The Curse of the Black Pearl, Muppet Treasure Island, Cutthroat Island, Black Sails, The Goonies, Hook"
Twilight Zone · S1,https://www.youtube.com/show/SCwOAS-0wsYhTDXOdkO_K_Sg?season=1&sbp=CgEx,Loading...,"Rod Serling, Robert McCord, Jay Overholts, Vaughn Taylor, James Turley","Rod Serling, John Brahm, Douglas Heyes",1959,Science-fiction,"Black Mirror, The Outer Limits, Tales from the Crypt, Alfred Hitchcock Presents, Night Gallery"
Twilight Zone: The Movie,https://www.youtube.com/watch?v=NZonEre3_NU,"anthology, supernatural, horror, fantasy, suspense","Dan Aykroyd, Albert Brooks, Vic Morrow, John Lithgow, Scatman Crothers","John Landis, Steven Spielberg, Joe Dante, George Miller",1980,Anthology,"Black Mirror, Outer Limits, Amazing Stories, Night Gallery, Tales from the Crypt"
United 93,https://www.youtube.com/watch?v=8E-eU4Ebol4,"historical, drama, thriller, terrorism, real-events","Christian Clemenson, Cheyenne Jackson, David Alan Basche, Peter Hermann, Daniel Sauli",Paul Greengrass,2000,Drama,"World Trade Center, Flight 93, Zero Dark Thirty, The 33, Captain Phillips"
Up,https://www.youtube.com/watch?v=WAq0hksGGVE,"animation, adventure, family, heartwarming, Pixar","Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo","Pete Docter, Bob Peterson",2000,Adventure,"Finding Nemo, Inside Out, Wall-E, Monsters, Inc., The Incredibles"
Upstart Crow · S1,https://www.youtube.com/show/SC0Wm2kipX8SZgWqbpvaVzJA?season=1&sbp=CgEx,"historical, comedy, satire, British, Shakespeare","David Mitchell, Liza Tarbuck, Gemma Whelan, Rob Rouse, Mark Heap","Matt Lipsey, Richard Boden",2010,Comedy,Blackadder · The Thick of It · Yes Minister
Us,https://www.youtube.com/watch?v=WCVhThcoxPM,"horror, thriller, psychological, suspense, doppelgänger","Lupita Nyong'o, Winston Duke, Shahadi Wright Joseph, Evan Alex, Elisabeth Moss",Jordan Peele,2010,Horror,"Get Out, The Babadook, Hereditary, It Follows, The Witch, Midsommar, A Quiet Place"
Valkyrie,https://www.youtube.com/watch?v=sENP8178dvA,"World War II, conspiracy, thriller, historical, assassination","Tom Cruise, Kenneth Branagh, Bill Nighy, Tom Wilkinson, Carice van Houten",Bryan Singer,2000,Action,"Operation Finale, The Man with the Iron Heart, Anthropoid, Downfall, The Resistance Banker"
Vicky Donor,https://www.youtube.com/watch?v=KDMztioQao4,"comedy, romance, social issues, Bollywood, sperm donation","Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia, Kamlesh Gill",Shoojit Sircar,2010,Comedy,"Shubh Mangal Saavdhan, Badhaai Ho, Dum Laga Ke Haisha, Luka Chuppi, Bareilly Ki Barfi"
Visaaranai,https://www.youtube.com/watch?v=8cLShJJ0DME,"crime, thriller, police brutality, based on true events, social issues","Dinesh, Samuthirakani, Kishore, Ajay Ghosh, Anandhi",Vetrimaaran,2010,Thriller,#ERROR!
Wait Until Dark (WB),https://www.youtube.com/watch?v=y6H-FBsMKks,Loading...,"Audrey Hepburn, Alan Arkin, Richard Crenna, Efrem Zimbalist Jr., Jack Weston",Terence Young,1960,Thriller,"Rear Window (Paramount)
Panic Room (Columbia)
Don't Breathe (Screen Gems)
Hush (Netflix)
Misery (Columbia)
The Collector (Freestyle Releasing)
See No Evil (MGM)
Blind Terror (British Lion Films)
The Silence of the Lambs (Orion Pictures)
Cape Fear (Universal Pictures)"
Watchmen,https://www.youtube.com/watch?v=j9SyiUOZQvk&t=650s,Loading...,"Regina King, Don Johnson, Tim Blake Nelson, Yahya Abdul-Mateen II, Jeremy Irons","Zack Snyder, Nicole Kassell, Stephen Williams, Andrij Parekh, Frederick E.O. Toye, Steph Green, David Semel, Clare Kilner, Jennifer Phang",2009,Superhero,"V for Vendetta, The Boys, Sin City, Dark City, Batman v Superman: Dawn of Justice, Justice League, The Dark Knight"
What's Eating Gilbert Grape,https://www.youtube.com/watch?v=3Au3esRBcF4,Loading...,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates",Lasse Hallström,1990,Drama,"Benny & Joon, Little Miss Sunshine, The Cider House Rules, My Left Foot, Rain Man"
Where to Invade Next,https://www.youtube.com/watch?v=I48ONoQ5138,"documentary, political, social-issues, Michael-Moore, satire",Michael Moore,Michael Moore,2010,Documentary,"Fahrenheit 9/11, Bowling for Columbine, Sicko, Capitalism: A Love Story, Roger & Me, The Big One, Michael Moore in TrumpLand"
Who's Afraid Of Virginia Woolf?,https://www.youtube.com/watch?v=eQPi0KuuV6I,"drama, marriage, adaptation, alcoholism, intense","Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis, Agnes Flanagan",Mike Nichols,1960,Drama,"A Streetcar Named Desire, The Graduate, Cat on a Hot Tin Roof, Long Day's Journey Into Night, Carnage"
Witness for the Prosecution,https://youtu.be/lPSo5_9kW6s?si=mG7JztrxmgrhIjSB,"courtroom drama, mystery, crime, legal thriller, adaptation","Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester, John Williams",Billy Wilder,1950,Drama,"12 Angry Men, Anatomy of a Murder, The Verdict, A Few Good Men, Primal Fear, To Kill a Mockingbird, The Lincoln Lawyer"
Wolf,https://www.youtube.com/watch?v=pnVdUO8X1UM,Loading...,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler",Stefano Sollima,2010,Horror,"The Grey, The Revenant, Into the Wild, Dances with Wolves, The Wolf of Wall Street"
X Men: Apocalypse,https://youtu.be/SEWVovtWC_U?si=4ClD7hsjwx4AG0Yg,"superheroes, action, adventure, mutant, sci-fi","James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult",Bryan Singer,2010,Superhero,"X-Men: Days of Future Past, X-Men: First Class, X-Men: The Last Stand, X-Men Origins: Wolverine, X-Men, The Wolverine, Logan"
"Yes, Minister · S1",https://www.youtube.com/show/SC-clUfToy3Er7Cnnd-USJHw?season=1&sbp=CgEx,"political satire, British comedy, government, bureaucracy, television series","Paul Eddington, Nigel Hawthorne, Derek Fowlds, Diana Hoddinott, Neil Fitzwiliam","Sydney Lotterby, Peter Whitmore",1980,Political,"The Thick of It, Veep, The West Wing, Parks and Recreation, House of Cards"
Zero Dark Thirty,https://www.youtube.com/watch?v=Gox8JPstLUw,Loading...,"Jessica Chastain, Jason Clarke, Joel Edgerton, Mark Strong, Chris Pratt",Kathryn Bigelow,2010,Thriller,"Argo, The Hurt Locker, Captain Phillips, Lone Survivor, Black Hawk Down, Seal Team Six: The Raid on Osama Bin Laden, 13 Hours: The Secret Soldiers of Benghazi, American Sniper, Green Zone, Body of Lies"
ZeroZeroZero · S1,https://www.youtube.com/show/SCzPCEY_hokp4Xo1tF56d-cg?season=1&sbp=CgEx,"crime, drama, drug-trafficking, international, suspenseful","Andrea Riseborough, Dane DeHaan, Giuseppe De Domenico, Adriano Chiaramida, Harold Torres","Stefano Sollima, Janus Metz, Pablo Trapero",2020,Crime,"Narcos · S1, S2, S3
El Chapo · S1, S2, S3
Gomorrah · S1, S2, S3, S4
The Night Manager · S1
McMafia · S1
Snowfall · S1, S2, S3, S4, S5
Breaking Bad · S1, S2, S3, S4, S5
Ozark · S1, S2, S3, S4"
